,Red_Win,Blue_Win,Red_Champions,Blue_Champions
3999,True,False,"[777, 254, 34, 18, 99]","[266, 526, 105, 236, 40]"
4000,False,True,"[164, 19, 245, 498, 902]","[78, 876, 246, 81, 80]"
4001,True,False,"[92, 233, 101, 51, 43]","[777, 427, 268, 119, 143]"
4002,False,True,"[82, 19, 55, 22, 16]","[114, 59, 61, 202, 40]"
4003,False,True,"[31, 238, 84, 236, 902]","[150, 518, 246, 147, 89]"
4004,True,False,"[98, 876, 777, 110, 53]","[92, 29, 7, 202, 26]"
4005,False,True,"[54, 28, 910, 429, 888]","[238, 876, 166, 29, 57]"
4006,False,True,"[114, 233, 4, 81, 101]","[266, 234, 161, 202, 432]"
4007,True,False,"[36, 56, 38, 523, 526]","[777, 64, 1, 110, 43]"
4008,False,True,"[6, 245, 91, 429, 111]","[266, 200, 4, 236, 555]"
4009,False,True,"[27, 91, 3, 119, 223]","[240, 77, 134, 29, 57]"
4010,True,False,"[516, 91, 777, 147, 29]","[164, 246, 9, 202, 161]"
4011,False,True,"[777, 200, 3, 202, 235]","[48, 233, 4, 147, 37]"
4012,False,True,"[27, 72, 4, 21, 53]","[86, 11, 84, 498, 497]"
4013,True,False,"[31, 203, 1, 523, 267]","[54, 63, 164, 221, 37]"
4014,False,True,"[68, 254, 238, 67, 526]","[126, 104, 69, 18, 25]"
4015,False,True,"[24, 104, 14, 235, 50]","[516, 5, 10, 360, 142]"
4016,True,False,"[54, 254, 131, 29, 68]","[223, 245, 166, 221, 16]"
4017,True,False,"[6, 876, 99, 110, 111]","[897, 64, 38, 15, 22]"
4018,True,False,"[92, 11, 13, 22, 26]","[8, 107, 897, 523, 902]"
4019,True,False,"[80, 35, 84, 163, 432]","[14, 141, 38, 236, 43]"
4020,False,True,"[897, 59, 84, 22, 432]","[24, 62, 55, 147, 37]"
4021,True,False,"[31, 107, 142, 22, 902]","[154, 5, 61, 235, 40]"
4022,False,True,"[77, 35, 50, 236, 43]","[266, 64, 42, 429, 267]"
4023,False,True,"[84, 254, 245, 429, 555]","[122, 78, 91, 147, 235]"
4024,False,True,"[350, 104, 221, 166, 117]","[876, 157, 234, 202, 101]"
4025,False,True,"[64, 233, 34, 110, 25]","[27, 887, 950, 145, 57]"
4026,True,False,"[58, 79, 246, 81, 101]","[68, 104, 112, 110, 111]"
4027,True,False,"[39, 107, 910, 43, 235]","[68, 121, 31, 21, 526]"
4028,True,False,"[78, 121, 42, 81, 57]","[897, 427, 4, 360, 555]"
4029,False,True,"[69, 28, 42, 110, 201]","[516, 254, 43, 81, 902]"
4030,False,True,"[39, 24, 50, 119, 111]","[114, 876, 266, 498, 526]"
4031,False,True,"[8, 60, 39, 166, 40]","[78, 876, 29, 21, 432]"
4032,True,False,"[114, 154, 42, 360, 53]","[92, 77, 55, 236, 902]"
4033,True,False,"[897, 76, 4, 81, 53]","[777, 163, 90, 429, 888]"
4034,False,True,"[6, 421, 136, 910, 99]","[777, 28, 246, 236, 902]"
4035,False,True,"[3, 19, 238, 429, 497]","[67, 121, 268, 115, 432]"
4036,True,False,"[114, 876, 7, 51, 902]","[154, 28, 134, 202, 201]"
4037,False,True,"[897, 104, 8, 136, 78]","[75, 526, 84, 51, 43]"
4038,True,False,"[8, 254, 236, 21, 53]","[518, 104, 142, 67, 235]"
4039,False,True,"[777, 79, 245, 67, 902]","[54, 64, 84, 202, 432]"
4040,False,True,"[266, 120, 103, 67, 57]","[79, 56, 157, 96, 497]"
4041,True,False,"[89, 21, 104, 4, 223]","[234, 67, 24, 25, 36]"
4042,True,False,"[78, 238, 42, 51, 25]","[150, 141, 80, 17, 35]"
4043,True,False,"[24, 27, 4, 523, 902]","[122, 141, 42, 81, 432]"
4044,False,True,"[17, 234, 268, 157, 53]","[133, 5, 103, 15, 63]"
4045,False,True,"[23, 107, 888, 429, 43]","[57, 113, 99, 119, 29]"
4046,True,False,"[516, 5, 103, 29, 235]","[24, 35, 42, 360, 143]"
4047,True,False,"[897, 91, 84, 145, 432]","[86, 121, 61, 81, 43]"
4048,True,False,"[517, 91, 39, 21, 267]","[266, 76, 777, 236, 555]"
4049,True,False,"[58, 82, 84, 777, 235]","[86, 234, 1, 202, 40]"
4050,True,False,"[19, 77, 157, 101, 43]","[68, 5, 103, 22, 89]"
4051,False,True,"[48, 35, 55, 22, 43]","[777, 76, 91, 119, 267]"
4052,True,False,"[92, 120, 42, 222, 40]","[266, 91, 112, 110, 497]"
4053,False,True,"[897, 76, 3, 81, 35]","[122, 28, 238, 119, 497]"
4054,False,True,"[86, 517, 4, 895, 26]","[80, 113, 268, 51, 497]"
4055,True,False,"[78, 24, 268, 147, 432]","[79, 35, 38, 236, 902]"
4056,True,False,"[54, 107, 8, 429, 111]","[14, 234, 517, 22, 43]"
4057,True,False,"[78, 5, 38, 119, 40]","[67, 254, 84, 523, 43]"
4058,False,True,"[887, 233, 84, 22, 53]","[266, 427, 45, 21, 526]"
4059,True,False,"[68, 5, 777, 81, 201]","[85, 234, 80, 429, 412]"
4060,True,False,"[86, 64, 31, 523, 902]","[897, 5, 99, 221, 432]"
4061,True,False,"[223, 36, 517, 110, 432]","[67, 59, 268, 81, 57]"
4062,False,True,"[76, 56, 119, 42, 57]","[68, 107, 246, 221, 432]"
4063,True,False,"[240, 163, 238, 67, 497]","[24, 64, 50, 429, 57]"
4064,False,True,"[58, 131, 127, 15, 74]","[98, 28, 84, 360, 53]"
4065,False,True,"[164, 121, 517, 202, 518]","[77, 57, 236, 147, 235]"
4066,False,True,"[24, 121, 101, 110, 432]","[85, 154, 157, 81, 235]"
4067,True,False,"[23, 246, 4, 110, 235]","[516, 59, 157, 81, 497]"
4068,True,False,"[92, 56, 103, 22, 497]","[166, 35, 43, 145, 517]"
4069,True,False,"[39, 245, 103, 145, 526]","[777, 163, 91, 51, 43]"
4070,False,True,"[84, 64, 7, 147, 235]","[8, 141, 126, 115, 267]"
4071,False,True,"[122, 876, 238, 21, 43]","[85, 56, 103, 81, 555]"
4072,True,False,"[86, 120, 55, 81, 143]","[777, 60, 3, 202, 555]"
4073,True,False,"[164, 35, 7, 222, 117]","[516, 63, 51, 21, 43]"
4074,True,False,"[67, 17, 268, 119, 497]","[6, 876, 136, 21, 902]"
4075,False,True,"[24, 234, 518, 236, 267]","[78, 104, 84, 157, 432]"
4076,False,True,"[420, 131, 163, 157, 22]","[897, 5, 42, 30, 526]"
4077,False,True,"[10, 876, 103, 523, 117]","[19, 28, 166, 51, 143]"
4078,False,True,"[266, 876, 8, 236, 267]","[92, 141, 30, 50, 235]"
4079,False,True,"[82, 200, 518, 18, 111]","[122, 234, 517, 235, 902]"
4080,True,False,"[17, 200, 75, 145, 89]","[266, 63, 350, 81, 55]"
4081,False,True,"[98, 33, 43, 119, 22]","[516, 200, 13, 67, 432]"
4082,True,False,"[41, 56, 134, 81, 43]","[67, 876, 161, 26, 40]"
4083,False,True,"[39, 104, 101, 429, 12]","[54, 141, 84, 81, 53]"
4084,True,False,"[10, 154, 84, 81, 432]","[41, 35, 42, 222, 43]"
4085,False,True,"[897, 141, 8, 360, 25]","[92, 5, 31, 145, 22]"
4086,True,False,"[77, 120, 13, 29, 432]","[68, 254, 166, 21, 22]"
4087,False,True,"[2, 120, 105, 81, 412]","[48, 28, 13, 202, 555]"
4088,True,False,"[24, 76, 18, 202, 111]","[79, 234, 238, 81, 910]"
4089,False,True,"[17, 5, 18, 8, 902]","[266, 421, 134, 81, 111]"
4090,True,False,"[223, 35, 517, 202, 40]","[86, 120, 68, 81, 43]"
4091,False,True,"[8, 76, 126, 67, 432]","[85, 141, 38, 145, 497]"
4092,True,False,"[24, 104, 38, 235, 432]","[69, 203, 7, 236, 12]"
4093,True,False,"[240, 77, 897, 30, 235]","[27, 76, 875, 202, 16]"
4094,False,True,"[92, 200, 43, 147, 432]","[85, 11, 246, 18, 267]"
4095,True,False,"[67, 141, 103, 110, 53]","[10, 876, 777, 157, 235]"
4096,True,False,"[27, 876, 91, 236, 267]","[67, 234, 7, 523, 432]"
4097,False,True,"[54, 31, 69, 51, 235]","[92, 56, 84, 236, 57]"
4098,True,False,"[897, 200, 84, 110, 412]","[133, 9, 166, 147, 22]"
4099,True,False,"[43, 141, 910, 50, 235]","[516, 121, 268, 110, 37]"
4100,False,True,"[163, 126, 91, 236, 89]","[48, 35, 84, 523, 555]"
4101,False,True,"[266, 64, 84, 236, 902]","[78, 48, 157, 30, 350]"
4102,False,True,"[516, 91, 50, 145, 101]","[266, 107, 268, 523, 497]"
4103,True,False,"[266, 63, 105, 110, 902]","[2, 56, 61, 51, 432]"
4104,False,True,"[106, 77, 3, 22, 555]","[84, 876, 950, 21, 902]"
4105,False,True,"[86, 9, 134, 202, 497]","[48, 24, 127, 81, 432]"
4106,False,True,"[54, 131, 157, 81, 147]","[887, 60, 86, 51, 43]"
4107,False,True,"[106, 63, 105, 89, 21]","[887, 200, 245, 235, 147]"
4108,True,False,"[142, 876, 526, 122, 360]","[63, 6, 67, 902, 38]"
4109,True,False,"[777, 154, 8, 236, 350]","[23, 107, 34, 81, 267]"
4110,True,False,"[777, 876, 112, 236, 267]","[164, 233, 4, 21, 143]"
4111,True,False,"[69, 427, 157, 147, 235]","[887, 79, 777, 202, 53]"
4112,False,True,"[92, 5, 157, 134, 40]","[78, 24, 50, 429, 53]"
4113,False,True,"[76, 141, 27, 777, 37]","[897, 91, 13, 236, 902]"
4114,True,False,"[4, 233, 84, 895, 518]","[17, 131, 246, 360, 57]"
4115,True,False,"[777, 28, 119, 236, 43]","[58, 11, 91, 50, 40]"
4116,True,False,"[157, 876, 777, 18, 50]","[11, 56, 142, 895, 432]"
4117,False,True,"[126, 56, 518, 235, 43]","[13, 121, 84, 22, 902]"
4118,False,True,"[30, 240, 161, 360, 89]","[875, 79, 711, 202, 53]"
4119,True,False,"[27, 876, 105, 157, 44]","[223, 113, 42, 235, 43]"
4120,False,True,"[92, 5, 84, 429, 517]","[24, 121, 10, 21, 12]"
4121,False,True,"[43, 104, 134, 81, 37]","[122, 141, 131, 221, 40]"
4122,False,True,"[266, 63, 8, 157, 910]","[90, 202, 876, 58, 22]"
4123,True,False,"[54, 107, 910, 145, 235]","[82, 5, 39, 81, 526]"
4124,False,True,"[24, 876, 4, 145, 40]","[86, 121, 161, 147, 111]"
4125,False,True,"[897, 427, 238, 523, 12]","[82, 104, 55, 360, 57]"
4126,True,False,"[98, 28, 131, 360, 555]","[887, 246, 268, 236, 902]"
4127,True,False,"[114, 5, 268, 222, 497]","[126, 200, 161, 43, 80]"
4128,False,True,"[31, 121, 777, 21, 432]","[24, 5, 161, 81, 111]"
4129,True,False,"[266, 234, 55, 21, 267]","[102, 876, 69, 110, 161]"
4130,True,False,"[48, 28, 8, 21, 12]","[19, 876, 517, 360, 57]"
4131,False,True,"[126, 76, 157, 51, 12]","[41, 245, 31, 236, 267]"
4132,True,False,"[19, 63, 777, 51, 43]","[126, 427, 39, 50, 235]"
4133,True,False,"[122, 233, 101, 18, 111]","[58, 60, 43, 236, 902]"
4134,False,True,"[150, 203, 55, 145, 497]","[126, 104, 163, 518, 498]"
4135,False,True,"[164, 5, 43, 119, 111]","[41, 64, 7, 81, 40]"
4136,False,True,"[2, 141, 8, 236, 147]","[67, 17, 777, 30, 12]"
4137,False,True,"[58, 166, 117, 29, 60]","[516, 121, 7, 360, 412]"
4138,False,True,"[516, 107, 91, 910, 267]","[114, 421, 134, 202, 99]"
4139,False,True,"[77, 104, 18, 50, 235]","[41, 6, 69, 67, 40]"
4140,True,False,"[82, 497, 4, 895, 104]","[50, 48, 136, 74, 43]"
4141,False,True,"[107, 120, 42, 523, 57]","[24, 63, 245, 81, 910]"
4142,False,True,"[240, 876, 8, 51, 53]","[875, 63, 777, 119, 432]"
4143,False,True,"[14, 876, 497, 895, 12]","[887, 11, 127, 119, 111]"
4144,False,True,"[86, 20, 887, 81, 432]","[111, 200, 910, 110, 22]"
4145,False,True,"[240, 233, 55, 81, 517]","[27, 104, 266, 147, 40]"
4146,False,True,"[58, 35, 84, 67, 432]","[777, 876, 4, 21, 111]"
4147,True,False,"[92, 131, 126, 236, 432]","[240, 102, 163, 17, 25]"
4148,True,False,"[154, 21, 432, 43, 233]","[240, 104, 161, 202, 99]"
4149,False,True,"[897, 233, 517, 81, 147]","[78, 427, 4, 110, 350]"
4150,False,True,"[164, 63, 238, 119, 40]","[54, 876, 91, 51, 902]"
4151,False,True,"[24, 11, 68, 202, 235]","[516, 91, 42, 110, 432]"
4152,True,False,"[58, 64, 110, 518, 16]","[23, 30, 234, 45, 235]"
4153,False,True,"[164, 91, 105, 910, 40]","[79, 104, 84, 119, 89]"
4154,True,False,"[266, 427, 84, 110, 235]","[777, 79, 246, 81, 43]"
4155,True,False,"[238, 200, 103, 202, 44]","[17, 104, 134, 22, 432]"
4156,False,True,"[114, 154, 42, 81, 43]","[86, 63, 777, 360, 12]"
4157,False,True,"[68, 64, 238, 4, 111]","[84, 63, 102, 498, 235]"
4158,False,True,"[157, 107, 69, 202, 902]","[62, 518, 55, 67, 267]"
4159,False,True,"[18, 56, 897, 268, 526]","[114, 104, 4, 63, 267]"
4160,True,False,"[114, 104, 161, 30, 555]","[897, 113, 39, 119, 111]"
4161,False,True,"[69, 28, 39, 51, 235]","[133, 876, 61, 110, 43]"
4162,True,False,"[114, 164, 115, 523, 40]","[77, 104, 101, 81, 518]"
4163,True,False,"[240, 63, 517, 523, 201]","[24, 56, 12, 22, 147]"
4164,False,True,"[86, 427, 101, 360, 117]","[114, 254, 43, 895, 57]"
4165,False,True,"[84, 11, 45, 81, 412]","[83, 79, 105, 236, 29]"
4166,False,True,"[43, 254, 7, 67, 555]","[122, 104, 711, 110, 16]"
4167,False,True,"[58, 104, 84, 498, 29]","[24, 60, 91, 110, 43]"
4168,False,True,"[77, 104, 61, 360, 111]","[266, 876, 163, 235, 12]"
4169,False,True,"[897, 63, 54, 81, 432]","[69, 427, 134, 236, 902]"
4170,True,False,"[240, 9, 39, 29, 888]","[7, 254, 777, 4, 80]"
4171,False,True,"[68, 234, 55, 236, 267]","[36, 63, 157, 202, 910]"
4172,False,True,"[10, 64, 43, 202, 143]","[36, 120, 166, 115, 235]"
4173,True,False,"[122, 9, 157, 145, 40]","[777, 200, 268, 360, 111]"
4174,False,True,"[777, 30, 166, 236, 267]","[72, 60, 245, 110, 497]"
4175,False,True,"[266, 876, 777, 110, 80]","[77, 63, 105, 236, 432]"
4176,False,True,"[23, 254, 134, 21, 37]","[43, 24, 245, 67, 53]"
4177,True,False,"[24, 245, 13, 81, 432]","[80, 63, 61, 22, 57]"
4178,False,True,"[82, 104, 42, 110, 497]","[92, 91, 245, 107, 26]"
4179,True,False,"[17, 141, 61, 81, 432]","[516, 245, 7, 235, 202]"
4180,False,True,"[23, 64, 62, 115, 111]","[24, 5, 55, 22, 40]"
4181,False,True,"[122, 11, 84, 429, 53]","[39, 141, 4, 145, 888]"
4182,True,False,"[887, 104, 518, 222, 432]","[8, 80, 55, 360, 57]"
4183,False,True,"[2, 64, 134, 15, 350]","[6, 35, 517, 523, 117]"
4184,False,True,"[107, 427, 112, 81, 40]","[77, 122, 8, 498, 432]"
4185,True,False,"[107, 202, 4, 19, 78]","[48, 28, 13, 81, 43]"
4186,False,True,"[266, 121, 268, 202, 497]","[34, 5, 711, 360, 133]"
4187,True,False,"[897, 63, 84, 110, 35]","[68, 19, 238, 50, 89]"
4188,True,False,"[154, 63, 126, 202, 37]","[39, 20, 245, 67, 518]"
4189,True,False,"[86, 141, 112, 110, 526]","[68, 421, 105, 81, 12]"
4190,False,True,"[59, 134, 48, 236, 80]","[516, 53, 4, 157, 163]"
4191,True,False,"[58, 63, 84, 498, 888]","[27, 120, 38, 236, 43]"
4192,True,False,"[6, 200, 50, 236, 16]","[897, 11, 7, 81, 53]"
4193,True,False,"[897, 63, 101, 81, 12]","[69, 20, 18, 145, 555]"
4194,False,True,"[420, 427, 127, 895, 16]","[122, 163, 126, 67, 53]"
4195,False,True,"[23, 121, 105, 236, 267]","[85, 427, 238, 29, 43]"
4196,False,True,"[266, 876, 166, 81, 16]","[150, 59, 142, 43, 37]"
4197,True,False,"[39, 887, 27, 523, 432]","[897, 121, 268, 67, 412]"
4198,True,False,"[54, 77, 134, 236, 267]","[82, 20, 126, 523, 412]"
4199,True,False,"[36, 5, 105, 236, 267]","[42, 104, 80, 147, 142]"
4200,False,True,"[18, 64, 268, 51, 432]","[13, 203, 68, 119, 53]"
4201,False,True,"[150, 63, 34, 236, 432]","[102, 200, 55, 21, 12]"
4202,True,False,"[950, 876, 711, 202, 432]","[67, 104, 166, 7, 115]"
4203,False,True,"[106, 254, 517, 67, 888]","[777, 63, 43, 429, 29]"
4204,False,True,"[98, 120, 4, 110, 142]","[24, 121, 42, 81, 432]"
4205,True,False,"[67, 5, 43, 221, 432]","[85, 245, 777, 81, 555]"
4206,True,False,"[114, 234, 910, 157, 40]","[122, 63, 897, 202, 164]"
4207,False,True,"[266, 35, 8, 22, 111]","[92, 28, 777, 523, 16]"
4208,True,False,"[516, 24, 55, 119, 555]","[43, 203, 3, 497, 236]"
4209,True,False,"[122, 131, 4, 22, 555]","[98, 56, 517, 236, 267]"
4210,False,True,"[98, 35, 42, 429, 32]","[82, 107, 103, 145, 888]"
4211,False,True,"[777, 56, 55, 221, 432]","[233, 63, 136, 22, 43]"
4212,True,False,"[68, 5, 84, 81, 99]","[6, 24, 4, 21, 555]"
4213,False,True,"[24, 254, 103, 236, 267]","[79, 11, 8, 67, 40]"
4214,True,False,"[235, 131, 101, 110, 89]","[114, 63, 126, 81, 22]"
4215,False,True,"[98, 427, 268, 236, 902]","[79, 104, 157, 523, 57]"
4216,False,True,"[122, 131, 91, 429, 267]","[164, 64, 7, 81, 432]"
4217,True,False,"[897, 517, 4, 498, 235]","[114, 131, 245, 360, 53]"
4218,True,False,"[133, 78, 101, 517, 53]","[28, 106, 910, 51, 432]"
4219,True,False,"[266, 63, 3, 222, 37]","[24, 28, 67, 51, 432]"
4220,False,True,"[17, 154, 246, 51, 44]","[54, 5, 711, 222, 117]"
4221,True,False,"[82, 120, 157, 119, 497]","[24, 106, 61, 110, 888]"
4222,False,True,"[122, 24, 517, 202, 37]","[57, 35, 4, 22, 44]"
4223,False,True,"[266, 104, 8, 236, 37]","[78, 64, 163, 910, 432]"
4224,False,True,"[41, 64, 8, 523, 412]","[133, 104, 163, 910, 555]"
4225,True,False,"[79, 104, 42, 81, 497]","[92, 121, 84, 21, 37]"
4226,True,False,"[24, 63, 115, 235, 77]","[6, 102, 268, 51, 888]"
4227,True,False,"[14, 887, 268, 21, 235]","[240, 64, 142, 145, 555]"
4228,False,True,"[266, 63, 42, 110, 57]","[897, 113, 84, 360, 497]"
4229,True,False,"[10, 56, 43, 222, 117]","[164, 77, 4, 523, 902]"
4230,True,False,"[57, 24, 4, 202, 40]","[6, 203, 84, 81, 910]"
4231,False,True,"[266, 63, 238, 498, 412]","[78, 234, 268, 429, 555]"
4232,True,False,"[62, 121, 161, 429, 43]","[266, 35, 38, 67, 497]"
4233,True,False,"[246, 59, 84, 63, 497]","[92, 876, 43, 21, 111]"
4234,False,True,"[266, 203, 711, 236, 111]","[80, 121, 13, 81, 40]"
4235,False,True,"[114, 19, 236, 4, 902]","[39, 141, 99, 67, 117]"
4236,True,False,"[27, 72, 61, 236, 432]","[122, 154, 518, 29, 497]"
4237,True,False,"[10, 234, 268, 51, 111]","[114, 57, 91, 147, 526]"
4238,False,True,"[6, 234, 43, 145, 60]","[32, 887, 134, 81, 57]"
4239,False,True,"[897, 555, 10, 518, 141]","[53, 5, 8, 360, 777]"
4240,False,True,"[55, 120, 114, 147, 235]","[897, 5, 84, 51, 43]"
4241,True,False,"[48, 57, 43, 236, 267]","[106, 91, 42, 523, 99]"
4242,True,False,"[164, 254, 55, 110, 57]","[42, 121, 777, 51, 142]"
4243,False,True,"[777, 876, 245, 110, 432]","[58, 35, 43, 81, 26]"
4244,True,False,"[240, 11, 711, 222, 412]","[24, 107, 31, 81, 43]"
4245,False,True,"[420, 11, 34, 22, 432]","[92, 518, 79, 360, 412]"
4246,False,True,"[43, 234, 127, 21, 267]","[19, 141, 38, 110, 111]"
4247,True,False,"[897, 63, 84, 235, 57]","[126, 121, 101, 498, 111]"
4248,False,True,"[86, 154, 517, 236, 902]","[164, 5, 34, 429, 16]"
4249,False,True,"[92, 64, 82, 81, 53]","[126, 28, 55, 145, 350]"
4250,False,True,"[77, 79, 157, 22, 432]","[92, 63, 166, 202, 43]"
4251,True,False,"[114, 200, 166, 29, 101]","[54, 234, 91, 51, 63]"
4252,False,True,"[2, 104, 43, 523, 25]","[223, 120, 91, 147, 50]"
4253,False,True,"[98, 163, 101, 21, 43]","[79, 64, 142, 119, 40]"
4254,False,True,"[98, 523, 42, 234, 412]","[75, 163, 246, 147, 22]"
4255,False,True,"[516, 163, 238, 81, 235]","[777, 154, 105, 145, 555]"
4256,False,True,"[92, 876, 42, 51, 35]","[86, 56, 61, 81, 432]"
4257,False,True,"[516, 121, 101, 157, 142]","[266, 120, 84, 67, 43]"
4258,True,False,"[92, 875, 245, 81, 43]","[6, 246, 79, 429, 37]"
4259,False,True,"[266, 63, 246, 67, 902]","[84, 104, 236, 202, 432]"
4260,True,False,"[84, 28, 91, 236, 267]","[92, 163, 246, 67, 143]"
4261,True,False,"[266, 120, 55, 110, 432]","[92, 104, 23, 163, 147]"
4262,True,False,"[897, 121, 99, 236, 53]","[98, 5, 84, 110, 235]"
4263,False,True,"[114, 120, 245, 21, 40]","[48, 63, 777, 110, 902]"
4264,False,True,"[24, 526, 45, 119, 37]","[54, 104, 101, 81, 555]"
4265,False,True,"[24, 131, 157, 119, 555]","[86, 79, 14, 236, 350]"
4266,False,True,"[23, 75, 42, 51, 89]","[24, 56, 18, 147, 53]"
4267,False,True,"[887, 60, 238, 81, 40]","[17, 203, 91, 4, 142]"
4268,False,True,"[75, 876, 50, 21, 526]","[84, 234, 517, 236, 53]"
4269,True,False,"[150, 11, 84, 67, 117]","[43, 20, 777, 29, 201]"
4270,True,False,"[68, 254, 711, 29, 43]","[48, 233, 103, 4, 526]"
4271,True,False,"[50, 35, 4, 21, 902]","[39, 104, 102, 147, 43]"
4272,True,False,"[777, 17, 268, 145, 43]","[126, 876, 115, 81, 432]"
4273,True,False,"[86, 9, 518, 22, 44]","[122, 876, 8, 429, 555]"
4274,False,True,"[6, 234, 80, 147, 497]","[23, 35, 910, 498, 89]"
4275,True,False,"[516, 76, 105, 22, 117]","[41, 876, 711, 163, 115]"
4276,False,True,"[164, 121, 84, 67, 40]","[246, 5, 7, 498, 902]"
4277,False,True,"[516, 79, 157, 81, 43]","[897, 154, 45, 51, 22]"
4278,False,True,"[39, 104, 131, 202, 25]","[68, 203, 238, 21, 497]"
4279,True,False,"[777, 63, 134, 81, 89]","[27, 120, 245, 51, 117]"
4280,True,False,"[92, 56, 245, 21, 40]","[79, 5, 777, 67, 26]"
4281,True,False,"[150, 35, 64, 110, 154]","[98, 24, 69, 22, 37]"
4282,False,True,"[92, 203, 131, 21, 111]","[67, 876, 43, 202, 888]"
4283,True,False,"[84, 107, 777, 221, 40]","[63, 234, 238, 360, 432]"
4284,True,False,"[84, 203, 897, 67, 161]","[92, 64, 163, 21, 555]"
4285,True,False,"[24, 121, 7, 236, 902]","[150, 35, 61, 202, 63]"
4286,False,True,"[68, 5, 105, 202, 111]","[39, 64, 85, 51, 432]"
4287,True,False,"[6, 56, 7, 15, 43]","[92, 203, 268, 119, 111]"
4288,False,True,"[23, 24, 134, 236, 12]","[79, 56, 163, 235, 497]"
4289,True,False,"[106, 234, 85, 202, 143]","[54, 104, 910, 51, 235]"
4290,False,True,"[27, 121, 910, 147, 235]","[79, 28, 157, 81, 40]"
4291,True,False,"[77, 28, 3, 67, 235]","[86, 427, 105, 236, 902]"
4292,True,False,"[27, 64, 246, 67, 902]","[875, 63, 238, 523, 117]"
4293,True,False,"[777, 200, 4, 81, 412]","[897, 11, 103, 29, 99]"
4294,True,False,"[84, 235, 266, 67, 121]","[17, 427, 246, 81, 12]"
4295,True,False,"[145, 104, 8, 21, 40]","[777, 234, 84, 360, 57]"
4296,False,True,"[164, 234, 711, 21, 147]","[92, 60, 246, 110, 432]"
4297,False,True,"[68, 77, 4, 236, 555]","[39, 28, 75, 523, 53]"
4298,False,True,"[246, 121, 79, 221, 40]","[266, 427, 64, 429, 111]"
4299,True,False,"[266, 17, 42, 895, 117]","[122, 28, 4, 29, 111]"
4300,True,False,"[17, 233, 7, 51, 555]","[157, 121, 112, 235, 37]"
4301,False,True,"[8, 59, 517, 67, 235]","[24, 33, 268, 202, 40]"
4302,False,True,"[23, 28, 518, 22, 12]","[516, 35, 4, 18, 888]"
4303,True,False,"[2, 121, 134, 523, 412]","[84, 234, 238, 222, 902]"
4304,False,True,"[516, 254, 157, 202, 43]","[887, 104, 8, 18, 555]"
4305,True,False,"[516, 56, 34, 81, 143]","[19, 234, 42, 110, 910]"
4306,False,True,"[266, 203, 127, 21, 161]","[92, 104, 55, 43, 22]"
4307,False,True,"[68, 154, 91, 110, 22]","[79, 876, 157, 67, 235]"
4308,True,False,"[24, 203, 518, 50, 32]","[19, 876, 238, 236, 902]"
4309,True,False,"[157, 24, 10, 147, 497]","[78, 131, 127, 51, 555]"
4310,True,False,"[266, 63, 157, 145, 526]","[887, 56, 238, 222, 43]"
4311,False,True,"[24, 876, 517, 895, 16]","[10, 33, 4, 43, 235]"
4312,False,True,"[126, 104, 84, 523, 89]","[80, 5, 268, 29, 350]"
4313,True,False,"[114, 77, 101, 498, 143]","[122, 120, 134, 81, 526]"
4314,False,True,"[27, 121, 246, 115, 432]","[150, 24, 127, 202, 142]"
4315,False,True,"[114, 235, 115, 99, 876]","[59, 121, 517, 202, 37]"
4316,True,False,"[164, 76, 134, 81, 43]","[83, 56, 79, 4, 1]"
4317,True,False,"[777, 234, 268, 202, 63]","[48, 120, 157, 235, 68]"
4318,True,False,"[897, 79, 246, 21, 117]","[19, 234, 105, 236, 267]"
4319,False,True,"[58, 876, 910, 15, 22]","[114, 91, 517, 147, 432]"
4320,False,True,"[92, 200, 38, 147, 235]","[777, 421, 518, 202, 161]"
4321,False,True,"[266, 421, 61, 360, 555]","[92, 63, 7, 202, 432]"
4322,True,False,"[897, 64, 3, 236, 902]","[77, 28, 18, 429, 89]"
4323,False,True,"[897, 131, 61, 110, 497]","[24, 154, 517, 51, 143]"
4324,True,False,"[77, 32, 84, 236, 57]","[82, 421, 126, 147, 201]"
4325,True,False,"[240, 79, 42, 81, 40]","[516, 141, 163, 110, 43]"
4326,True,False,"[122, 120, 517, 81, 25]","[266, 876, 80, 110, 53]"
4327,True,False,"[84, 121, 134, 236, 267]","[516, 427, 4, 119, 12]"
4328,True,False,"[79, 141, 27, 429, 111]","[897, 5, 161, 51, 235]"
4329,True,False,"[122, 35, 8, 110, 22]","[92, 24, 245, 235, 147]"
4330,True,False,"[266, 203, 127, 110, 43]","[157, 64, 517, 202, 101]"
4331,False,True,"[516, 5, 10, 429, 518]","[164, 104, 136, 81, 40]"
4332,False,True,"[233, 245, 4, 523, 902]","[24, 107, 8, 21, 526]"
4333,False,True,"[223, 24, 103, 29, 432]","[86, 104, 69, 360, 235]"
4334,False,True,"[895, 350, 200, 268, 92]","[59, 61, 41, 518, 202]"
4335,False,True,"[63, 121, 103, 29, 432]","[114, 64, 517, 22, 147]"
4336,True,False,"[79, 121, 157, 21, 40]","[166, 234, 61, 81, 53]"
4337,False,True,"[122, 5, 134, 74, 16]","[266, 79, 55, 236, 902]"
4338,True,False,"[875, 154, 517, 22, 432]","[78, 876, 43, 429, 412]"
